chunk_id,document_id,source_uri,conversation_id,message_id,title,category,subtopic,domain,timestamp_ms,timestamp_utc,tags
b8225fe630f687616c57c0c61d88075821c87986e591f09cd6fb8c337a3088c4,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:a4ab73e3-18a6-410e-8b19-87ad6f2dd704,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,a4ab73e3-18a6-410e-8b19-87ad6f2dd704,Regulación de Identificación de Votantes y Procedimientos de Votación Postal,Docs_And_Planning,normativa electoral,political_analysis,1719857767975,2024-07-01T18:16:07.975000+00:00,"['votación', 'identificación de votantes', 'voto postal', 'normativa electoral']"
c41620592b1fe23fad449b134cfd521842d98a63863397fce7874d6be55c2e70,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:5c464663-1ec5-4520-b268-f65b4421966d,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,5c464663-1ec5-4520-b268-f65b4421966d,Modernización de la Emisión de Votos,Docs_And_Planning,elecciones universitarias,voting_technology,1719857998287,2024-07-01T18:19:58.287000+00:00,"['votación', 'elecciones', 'tecnología', 'universidades', 'identificación']"
f05ab484cdf74c9e4884ac351fe4e2d7ddbe11550d90e2c707748eeb781270b4,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:1871f2ff-584f-4c0a-ad44-97a6ef054062,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,1871f2ff-584f-4c0a-ad44-97a6ef054062,Implementación de un Sistema de Votación Electrónica,Business,tecnología educativa,electronic_voting,1719858462856,2024-07-01T18:27:42.856000+00:00,"['votación electrónica', 'gestión de datos', 'Licenciatura en Datos', 'graduados']"
e4352395820b187ec6bf2eb2d7110d99f703ace1deb3e91ca71db6a32fdf97dd,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:21df7716-2e20-47f1-8069-b0f3e9cff523,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,21df7716-2e20-47f1-8069-b0f3e9cff523,Implementación de Votación Electrónica con Cuentas de Gmail,Business,tecnología electoral,electronic_voting,1719858462856,2024-07-01T18:27:42.856000+00:00,"['votación electrónica', 'Gmail', 'autenticación', 'ciberseguridad', 'privacidad', 'gestión de datos']"
7ac4b166f1a9c2eb8e1e4cdd99ad272ba24ec939e859d5620b540f475c5b7ebf,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:651e0d00-5bc6-4b72-b612-55cacc1216dc,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,651e0d00-5bc6-4b72-b612-55cacc1216dc,Procedural Proposal for Electoral Process Modernization,Business,Faculty Administration,procedural_communication,1719859502667,2024-07-01T18:45:02.667000+00:00,"['proposal', 'electoral process', 'modernization', 'data science', 'faculty governance']"
cebf747a4d112163110b816d117700f4334e84ec1f276094bec0b04233f230d8,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:37aa5ce3-834e-41b7-a58a-aa0a13cb97d9,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,37aa5ce3-834e-41b7-a58a-aa0a13cb97d9,Strategy for Discussing Electoral Process Modernization,Business,Meeting Strategies,electoral_process_modernization,1719859716531,2024-07-01T18:48:36.531000+00:00,"['electoral processes', 'modernization', 'digitalization', 'FCEN', 'meeting strategy']"
bb758802eb1082630cc00662efef01b88f3ffcd7a13c441ebb2ebcdd752d4fdd,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:e0fb2566-5c87-4753-b645-c6f6b5d13e04,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,e0fb2566-5c87-4753-b645-c6f6b5d13e04,Strategies for Handling Rejection and Objections,Business,Change Management,communication,1719859943599,2024-07-01T18:52:23.599000+00:00,"['rejection', 'objections', 'change management', 'communication', 'strategies']"
7dc147d97e5b3ce73c70ea3aec55c0d987f8d7f47d8180753853bc48d75911ae,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:2d19182a-05db-444d-953d-568175a8c28a,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,2d19182a-05db-444d-953d-568175a8c28a,Estrategia para Introducir un Tema Sensible,Business,gestión del cambio,communication,1719859948723,2024-07-01T18:52:28.723000+00:00,"['comunicación', 'estrategia', 'gestión del cambio']"
cd38e6b66c8eb88036926f05414c01c96cd78c82a1b5886ed7048ac142d49c64,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:e61c401b-df88-40a6-8cec-61c94c5489e7,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,e61c401b-df88-40a6-8cec-61c94c5489e7,Preparación de Respuestas a Objeciones sobre Propuesta Electoral,Business,gestión de propuestas,political_strategy,1719860312100,2024-07-01T18:58:32.100000+00:00,"['propuesta electoral', 'modernización', 'objeciones', 'preparación de respuestas']"
87f09843b06dfd4bc9a63650f852b4c52107181c0fcabcea895f6954270bf329,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,chatgpt:9be6fd6e-4ae7-4d78-bdcf-828bbb776395:31c7e8fa-fe57-4aa4-8cdb-21303b5e011c,9be6fd6e-4ae7-4d78-bdcf-828bbb776395,31c7e8fa-fe57-4aa4-8cdb-21303b5e011c,Preparación de Respuestas a Objeciones en Propuestas Electorales,Business,Gestión de Propuestas,communication,1719860312100,2024-07-01T18:58:32.100000+00:00,"['objeciones', 'respuestas', 'propuestas', 'elecciones', 'comunicación']"
